instruction,input,output
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `If the US would’ve had a nationwide lockdown to begin with by now we would’ve gone back to our lives and we wouldn’t have to be worrying about whether kids should go back to school or not.` on topic of `school closures`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@adarsh_lohd @Francis_Joseph @imBhupendrasinh @CMOGuj @vijayrupanibjp Fee reduction can be implemented but to stop schools to collect fees completely is not fair &amp; not just teachers or schools but even parents are against this order.` on topic of `school closures`,Against
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@NYGovCuomo I don’t give a damn. But I still wear a mask because I’m selfish bastard.` on topic of `face masks`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `@kmjensen05 @KathyBoren @KMH_Music @JodieHMoss @GOPLeader They don’t want to know. Or they know and are just lying. Because they’d rather wear a ventilator than a mask.  Or more likely, they just don’t give a rat’s ass if you or I or someone we love has to wear a ventilator because of them.` on topic of `face masks`",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@JoeBiden Leave me alone. Contact trace yourself fool. Enough tyranny in the name of safety. #WalkAwayFromDemocrats  #OBAMAGATE  #WalkAwayFromDemocratSocialists` on topic of `stay at home orders`,Against
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `I don’t know about anyone else but I am getting used to this mask and my nose isn’t cold from the AC anymore. Bring on winter I have a cozy new face warmer. #WearAMask` on topic of `face masks`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `There is a 100% chance that if you are for no school in the fall and you want more testing you are just doing it because you are a Liberal and hate Trump. #StopTheTesting` on topic of `school closures`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@RealMattCouch Every 4 min 22 sec.... I counted.` on topic of `stay at home orders`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `@thehill Gee, @AOC , maybe we shouldn't be forcing people into that situation, hmmm?` on topic of `stay at home orders`",Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@murpharoo @David_Speers How the hell are kids meant to practice social distancing in classes of 40 kids? No hand sanitizer or even hand soap in toilets. #Morrison is making a mockery of #SocialDistancing #morrisonmixedmessages` on topic of `school closures`,Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `@SenWarren Democrats need to stop inflating the numbers just to keep this #Plandemic going and scaring Americans!  The Chinese virus has over a 99% survival rate!` on topic of `stay at home orders`,Against
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Spare tie? Never heard of her, I've dedicated this whole week to refreshing the news page waiting for the schools to close down or for Boris Johnson to get the Corona Virus` on topic of `school closures`",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `Education is a fundamental right &amp; not a subject of votebank. Parents&amp;schools should stay united &amp; stop getting influencEd by political dramas. Its my choice to select  best for my child.  Every good thing comes with a cost &amp; if I want best I  should pay for it` on topic of `school closures`,Neutral
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `@GimmeObama @tedcruz Fuck you, #TedCruz and shame on @AmericanAir for allowing him to do this. He endangered every life on that plane and in the airport. What a dirtbag!` on topic of `face masks`",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Today our school released their “return to learn” plan. The plan is fine, however recent FB postings of school sanctioned activities with no masks &amp; no social distancing makes me pause. I will make whatever sacrifices are necessary for my children to learn from home` on topic of `school closures`",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.","Identify the stance of tweet: `Get use to being uncomfortable, so ADAPT to NEW NORMAL! WEAR THE MASK!` on topic of `face masks`",Favorable
"You are a helpful assistant tasked with analyzing the stances of tweet authors in tweets related to a specific topic. Determine whether each tweet expresses a Favorable, Against, or Neutral stance.",Identify the stance of tweet: `:notes::arrow_forward:Sponono @DjMaphorisa @wizkidayo @burnaboy @KabzaDeSmall_ On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO` on topic of `stay at home orders`,Neutral
